Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume
2015-07-29,27.64805117,27.72662832,27.45048382,27.61212921,148046800
2015-07-30,27.46171059,27.51783737,27.32476111,27.47293663,134513200
2015-07-31,27.52456614,27.53354663,27.14515036,27.23270798,171540000
2015-08-03,27.2776151,27.51783765,26.384076,26.59062386,279904000
2015-08-04,26.36162493,26.42448664,25.42543067,25.73749542,496554400
2015-08-05,25.35807952,26.36611776,25.16724881,25.90812302,397250400
2015-08-06,26.15393708,26.27346415,25.73671932,25.96449661,211612000
2015-08-07,25.84045756,26.21708102,25.82241529,26.05244827,154681600
2015-08-10,26.2802329,27.0605434,26.2802329,26.99965286,219806400
2015-08-11,26.56890535,26.65234961,25.55856171,25.59464455,388331200
2015-08-12,25.3781394,26.02990167,24.72412142,25.9893074,404870000
2015-08-13,26.16972693,26.25091546,25.83144194,25.96901131,194143200
2015-08-14,25.7818257,26.23061662,25.71191402,26.15168381,171718000
2015-08-17,26.16972506,26.53281772,26.04794226,26.42231178,163538800
2015-08-18,26.25767764,26.48545665,26.16295827,26.2734642,138242800
2015-08-19,26.18325472,26.27797409,25.86301205,25.93743515,193146000
2015-08-20,25.72769936,25.78858989,25.17516622,25.40520096,274006400
2015-08-21,24.90454246,25.23606204,23.82654117,23.85134888,513102000
2015-08-24,21.39539873,24.53693876,20.74814616,23.25596619,648825200
2015-08-25,25.0578936,25.0578936,23.34166118,23.39578629,414406400
2015-08-26,24.15129172,24.78275771,23.69122566,24.73765373,387098400
2015-08-27,25.31048125,25.53825854,24.81207323,25.46609116,338464400
2015-08-28,25.29695469,25.55405118,25.1548756,25.54954147,212657600
2015-08-31,25.26537706,25.82918536,25.25861164,25.43000984,224917200
2015-09-01,24.84139486,25.23154926,24.21218457,24.29337311,307383600
2015-09-02,24.85943638,25.335289,24.61135935,25.335289,247555200
2015-09-03,25.36911864,25.43452061,24.81658717,24.89101028,212935600
2015-09-04,24.57527693,24.90905048,24.4715364,24.64293289,199985200
2015-09-08,25.20222923,25.38490255,24.87973084,25.32852173,219374400
2015-09-09,25.65553573,25.71417056,24.75569636,24.84139633,340043200
2015-09-10,24.86845504,25.54728069,24.78501251,25.38715935,251571200
2015-09-11,25.211253,25.75701904,25.20448758,25.75701904,199662000
2015-09-14,26.29151012,26.3614218,25.90360972,26.00509453,233453600
2015-09-15,26.14491553,26.28022917,25.80437488,26.22384834,173364800
2015-09-16,26.21708355,26.28248552,26.03441023,26.25316811,148694000
2015-09-17,26.08402787,26.27121092,25.64651208,25.69161606,256450400
2015-09-18,25.30597621,25.77732093,25.22929909,25.58562469,297141200
2015-09-21,25.63524156,26.01863233,25.63298756,25.98254776,200888000
2015-09-22,25.56983511,25.75025447,25.37588491,25.57434654,201384800
2015-09-23,25.62622006,25.87204143,25.55179866,25.78183174,143026800
2015-09-24,25.54051675,26.04794423,25.34205684,25.93518257,200878000
2015-09-25,26.25992988,26.31631069,25.71416226,25.86977386,224607600
2015-09-28,25.67582846,25.83820552,25.35784149,25.35784149,208436000
2015-09-29,25.4457993,25.59915525,24.32494801,24.59557533,293461600
2015-09-30,24.84590022,25.15486774,24.52114785,24.87521935,265892000
2015-10-01,24.59782558,24.72186408,24.2009041,24.71284294,255716400
2015-10-02,24.35877557,25.03534557,24.25503505,24.89326477,232079200
2015-10-05,24.78050339,25.11653439,24.59783004,24.98347473,208258800
2015-10-06,24.9496504,25.19998148,24.75570016,25.10300636,192787200
2015-10-07,25.19997693,25.20674235,24.67450886,24.98347473,187062400
2015-10-08,24.85042064,24.85042064,24.40388361,24.69480896,247918400
2015-10-09,24.80757061,25.32176362,24.69255321,25.28568077,211064400
2015-10-12,25.42324417,25.42775388,25.13231888,25.16840172,121868800
2015-10-13,24.99249621,25.36009863,24.96092308,25.21125412,132197200
2015-10-14,25.09849268,25.15036209,24.70833655,24.85492706,177849600
2015-10-15,25.01730447,25.28116636,24.91807365,25.22704124,150694000
2015-10-16,25.2089953,25.25861071,24.92709117,25.04210854,156930400
2015-10-19,24.98798851,25.20223501,24.83237684,25.1977253,119036800
2015-10-20,25.10976745,25.74799891,24.99249608,25.65778923,195871200
2015-10-21,25.70965795,26.0659852,25.64200027,25.65553284,167180800
2015-10-22,25.78408314,26.04794502,25.73221201,26.04794502,166616400
2015-10-23,26.31856958,26.889145,26.23512706,26.85531616,237467600
2015-10-26,26.62979322,26.64106835,25.91713872,25.99832726,265335200
2015-10-27,26.02539276,26.28248922,25.70740404,25.83369827,279537600
2015-10-28,26.37043728,26.90492808,26.17423141,26.89816093,342205600
2015-10-29,26.7696154,27.21840801,26.67264031,27.18232346,204909200
2015-10-30,27.28606627,27.33793739,26.93876015,26.950037,197461200
2015-11-02,27.2432164,27.36950891,26.97484312,27.32891464,128813200
2015-11-03,27.24096376,27.84987607,27.22066576,27.64239502,182076000
2015-11-04,27.76867848,27.92429008,27.42813959,27.51383781,179544400
2015-11-05,27.59764511,27.7878965,27.21940944,27.38701057,158210800
2015-11-06,27.43004346,27.58858484,27.3190645,27.41871834,132169200
2015-11-09,27.39607544,27.58859051,27.18997161,27.30774498,135485600
2015-11-10,26.47651952,26.74151078,26.28626818,26.44707489,236511600
2015-11-11,26.35649115,26.59430326,26.09376343,26.29760361,180872000
2015-11-12,26.33157266,26.45840576,26.19341443,26.20926857,130102400
2015-11-13,26.09149283,26.17529425,25.42788099,25.44373512,183249600
2015-11-16,25.22630659,25.87406431,25.14024152,25.86047554,152426800
2015-11-17,26.02807076,26.05751539,25.66568933,25.74949074,110467600
2015-11-18,26.21833196,26.61015644,26.15944442,26.56485939,186698800
2015-11-19,26.64412395,27.12201512,26.44481456,26.90232086,173183200
2015-11-20,26.9974513,27.16052343,26.9181806,27.02010155,137148400
2015-11-23,27.01329883,27.11748512,26.5761757,26.66903687,129930000
2015-11-24,26.57391801,27.0314244,26.5263556,26.92497444,171212800
2015-11-25,26.99971675,27.00424749,26.70754613,26.73246002,85553200
2015-11-27,26.79134778,26.81852704,26.63507003,26.68263245,52185600
2015-11-30,26.72339886,27.0450141,26.66904206,26.79361153,156721200
2015-12-01,26.8955255,26.90911426,26.46746211,26.57617569,139409600
2015-12-02,26.57617704,26.75057426,26.29080259,26.33609962,133546400
2015-12-03,26.39725469,26.45161148,25.86953568,26.09149361,166278000
2015-12-04,26.11188278,27.00877783,26.07111474,26.95895004,231108000
2015-12-07,26.94762661,27.14693605,26.68263351,26.78908348,128336800
2015-12-08,26.61695295,26.86156118,26.4674713,26.77776146,137238000
2015-12-09,26.64412901,26.65545413,26.06431852,26.18662262,185445600
2015-12-10,26.28174293,26.48558306,26.16170423,26.31118584,116850800
2015-12-11,26.08923207,26.13452912,25.55924765,25.63398933,187544800
2015-12-14,25.40750131,25.52074566,24.86619348,25.47544861,257274800
2015-12-15,25.35314413,25.54792454,24.99302622,25.0247345,213292400
2015-12-16,25.15609964,25.36446882,24.64197105,25.21725082,224954000
2015-12-17,25.37125946,25.42335262,24.68273544,24.68273544,179091200
2015-12-18,24.66688355,24.80504006,23.96476724,24.01459503,385813200
2015-12-21,24.29770922,24.3180941,23.91041372,24.30903435,190362400
2015-12-22,24.32488534,24.39736165,24.10972005,24.28638268,131157600
2015-12-23,24.29543658,24.65328906,24.27958244,24.59893227,130629600
2015-12-24,24.68727325,24.68727325,24.44945937,24.46757889,54281600
2015-12-28,24.36791319,24.39056343,24.04856509,24.19351768,106816800
2015-12-29,24.22522648,24.78465373,24.20257796,24.62837601,123724800
2015-12-30,24.59214082,24.61931835,24.27505633,24.3067646,100855200
2015-12-31,24.23656146,24.24109047,23.74055054,23.84020615,163649200
2016-01-04,23.24000199,23.86511119,23.10184376,23.86058044,270597600
2016-01-05,23.95117722,23.97382574,23.19470588,23.26265144,223164000
2016-01-06,22.77570672,23.18565251,22.61943067,22.80741501,273829600
2016-01-07,22.34990391,22.67831182,21.84030436,21.84483337,324377600
2016-01-08,22.32046419,22.44729732,21.91504917,21.96034622,283192000
2016-01-11,22.41558499,22.43596814,22.04640733,22.31592941,198957600
2016-01-12,22.77343596,22.80514423,22.38613882,22.63980675,196616800
2016-01-13,22.72133761,22.91838333,22.03734276,22.05772591,249758400
2016-01-14,22.1868317,22.75758416,21.68402654,22.5401535,252680400
2016-01-15,21.78820583,22.13020415,21.59795621,21.99884033,319335600
2016-01-19,22.28875406,22.34311087,21.62967111,21.89239883,212350800
2016-01-20,21.53907235,22.23892325,21.15857131,21.92183876,289337600
2016-01-21,21.9829879,22.16870853,21.50283307,21.81085777,208646000
2016-01-22,22.33857638,22.97953972,22.27969057,22.97047997,263202000
2016-01-25,22.99313075,22.99539613,22.46994244,22.5220356,207178000
2016-01-26,22.63301386,22.84817742,22.21174478,22.64660263,300308000
2016-01-27,21.75197611,21.88560362,21.14045555,21.15857506,533478800
2016-01-28,21.24237623,21.40771202,20.92529169,21.31032181,222715200
2016-01-29,21.46886259,22.0464077,21.36920702,22.0464077,257666000
2016-02-01,21.84935745,21.90371424,21.6070147,21.8402977,163774000
2016-02-02,21.61155123,21.75197485,21.35335425,21.39865303,149428800
2016-02-03,21.51642236,21.93316066,21.30805321,21.8221817,183857200
2016-02-04,21.82902315,22.16376852,21.67645268,21.9975338,185886800
2016-02-05,21.97930146,22.07038885,21.33486199,21.41000748,185672400
2016-02-08,21.20734763,21.79258202,21.18685387,21.63545799,216085600
2016-02-09,21.47149209,21.84722646,21.38951361,21.63089371,177324800
2016-02-10,21.84268018,21.94059886,21.42823406,21.46694565,169374400
2016-02-11,21.35764035,21.56941785,21.0843781,21.33714485,200298800
2016-02-12,21.44872756,21.51931948,21.18002064,21.40318298,161405600
2016-02-16,21.63772304,22.05444661,21.54435973,22.00662613,196231600
2016-02-17,22.01346866,22.36415411,21.89505623,22.34366035,179452800
2016-02-18,22.50760942,22.51899599,21.88138594,21.92009926,156084000
2016-02-19,21.86090337,22.03396934,21.81536051,21.87001228,141496800
2016-02-22,21.93148413,22.06583844,21.8426744,22.06128311,137123200
2016-02-23,21.95198282,21.97475424,21.5307055,21.56258583,127770400
2016-02-24,21.40090106,21.94742192,21.25060661,21.88366127,145022800
2016-02-25,21.87228291,22.03396225,21.69010808,22.03396225,110330800
2016-02-26,22.13415564,22.32088405,21.99297181,22.06811905,115964400
2016-02-29,22.05673221,22.36870603,22.00891172,22.01802063,140865200
2016-03-01,22.23663538,22.94711354,22.18425954,22.89246178,201628400
2016-03-02,22.88790653,22.97443863,22.6897915,22.94255829,132678400
2016-03-03,22.90384246,23.16116278,22.87423805,23.11334229,147822800
2016-03-04,23.31145613,23.62570585,23.08373848,23.45719528,184220400
2016-03-07,23.31601183,23.41620816,22.9903755,23.19759941,143315600
2016-03-08,22.94938391,23.17254797,22.86285183,23.00631332,126247600
2016-03-09,23.07007678,23.13156152,22.83325019,23.0268116,108806800
2016-03-10,23.09285197,23.28185633,22.80592719,23.03819847,134054400
2016-03-11,23.28185024,23.29095915,23.11333968,23.28640556,109632800
2016-03-14,23.20670731,23.43442496,23.1771029,23.34561348,100304400
2016-03-15,23.67352127,23.95133701,23.64847219,23.8147068,160270800
2016-03-16,23.82154657,24.20866593,23.81699124,24.13124275,153214000
2016-03-17,24.02876689,24.24509971,23.90124556,24.0925293,137682800
2016-03-18,24.21550072,24.25193639,23.95362674,24.1198597,176820800
2016-03-21,24.12213019,24.51380481,23.94223304,24.1175766,142010800
2016-03-22,23.96728342,24.43182765,23.95817451,24.30202866,129777600
2016-03-23,24.24738142,24.38173403,24.11530474,24.16767883,102814000
2016-03-24,24.01737679,24.19499625,23.88530016,24.06291962,104532000
2016-03-28,24.13806973,24.18133664,23.9240146,23.953619,77645600
2016-03-29,23.8853069,24.5456885,23.88302923,24.52063942,124760400
2016-03-30,24.74152356,25.14458305,24.73013699,24.94874573,182404400
2016-03-31,24.98517765,25.02616689,24.79389395,24.81894302,103553600
2016-04-01,24.77112892,25.04894476,24.63905224,25.0466671,103496000
2016-04-04,25.1445841,25.54764533,25.1104261,25.3039875,149424800
2016-04-05,24.9373544,25.21517015,24.91685892,25.00566864,106314800
2016-04-06,25.1013204,25.27210866,24.86676973,25.26755333,105616400
2016-04-07,25.03755166,25.14457922,24.62082973,24.71647072,127207600
2016-04-08,24.80073053,24.99656611,24.63221822,24.74380112,94326800
2016-04-11,24.81439603,25.18785289,24.78251569,24.82578087,117630000
2016-04-12,24.89864858,25.16280191,24.74380224,25.1491394,108929200
2016-04-13,25.23111556,25.58179921,25.23111556,25.51348495,133029200
2016-04-14,25.4178419,25.59318371,25.35180358,25.52714539,101895600
2016-04-15,25.52943208,25.572699,24.98746457,25.01478958,187756000
2016-04-18,24.79617676,24.80983926,24.352128,24.47509575,243286000
2016-04-19,24.56618346,24.59351021,24.19045067,24.34529877,129539600
2016-04-20,24.2838103,24.6140002,24.15173365,24.39539146,122444000
2016-04-21,24.34985152,24.34985152,24.02876875,24.13124275,126210000
2016-04-22,23.91263419,24.24737946,23.82382443,24.06520462,134732400
2016-04-25,23.91035387,24.0583707,23.79877271,23.9285717,112126400
2016-04-26,23.66214594,23.97867339,23.66214594,23.76234055,224064800
2016-04-27,21.86090059,22.47801538,21.78803099,22.27534676,458408400
2016-04-28,22.22752201,22.28900502,21.4623905,21.59446716,328970800
2016-04-29,21.40317994,21.56941458,21.06615882,21.34625053,274126000
2016-05-02,21.39863168,21.42368076,21.04111497,21.32348442,192640400
2016-05-03,21.45100355,21.80168897,21.33259113,21.67416763,227325200
2016-05-04,21.67872024,21.83812364,21.3644705,21.44872665,164102000
2016-05-05,21.53578341,21.55182062,21.23336609,21.36166382,143562000
2016-05-06,21.39145267,21.40977967,21.04321342,21.24253464,174799600
2016-05-09,21.30667946,21.48308883,21.21274595,21.25856781,131745600
2016-05-10,21.38228598,21.43727047,21.1027787,21.40290451,134747200
2016-05-11,21.41665496,21.4372735,21.18296777,21.19442368,114876400
2016-05-12,21.24253651,21.2562822,20.49794805,20.69726753,305258800
2016-05-13,20.61936724,21.00197064,20.61936724,20.7385006,177571200
2016-05-16,21.16692852,21.62513674,20.99739197,21.50829315,245039200
2016-05-17,21.6617911,21.69615531,21.30897061,21.41893959,187667600
2016-05-18,21.57244514,21.81300342,21.51058604,21.66408539,168249600
2016-05-19,21.68241228,21.68241228,21.43727095,21.58160591,121768400
2016-05-20,21.68241156,21.86340401,21.65491844,21.81529236,128104000
2016-05-23,21.96420489,22.26662215,21.91838303,22.09250259,152074400
2016-05-24,22.27349803,22.47281745,22.18643736,22.42928886,140560800
2016-05-25,22.60569908,22.85084037,22.47740135,22.823349,152675200
2016-05-26,22.83709817,23.07765819,22.59882968,23.00434494,225324800
2016-05-27,22.78211672,23.01809371,22.73858638,22.99060059,145364800
2016-05-31,22.81876269,23.00204663,22.64006181,22.87833023,169228800
2016-06-01,22.68589398,22.80502913,22.52781329,22.55759621,116693200
2016-06-02,22.36056268,22.41554718,22.13833139,22.3880558,160766400
2016-06-03,22.40409503,22.51406405,22.32619871,22.43387794,114019600
2016-06-06,22.44991394,23.34342043,22.34910931,22.59654045,93170000
2016-06-07,22.73858029,22.88062545,22.67213989,22.68817711,89638000
2016-06-08,22.68588949,22.80960592,22.60799492,22.66756248,83392400
2016-06-09,22.56675114,22.90811572,22.55758677,22.83022118,106405600
2016-06-10,22.57362495,22.76149023,22.56217079,22.64235687,126851600
2016-06-13,22.61028104,22.70879586,22.24600466,22.30098915,152082000
2016-06-14,22.29641296,22.56217458,22.16582368,22.3284874,127727600
2016-06-15,22.41096551,22.54613786,22.22997304,22.25517464,117780800
2016-06-16,22.0970937,22.39492978,22.01003475,22.34910965,125307200
2016-06-17,22.13604059,22.14291343,21.83362322,21.84049606,244032800
2016-06-20,21.99399195,22.12458121,21.77176071,21.78779793,137647600
2016-06-21,21.75114784,22.07418377,21.69158027,21.97337914,142185600
2016-06-22,22.05127569,22.19790221,21.84508159,21.89090347,116876400
2016-06-23,21.98024337,22.06042944,21.82216101,22.01689911,128960800
2016-06-24,21.28606254,21.68699471,21.22649499,21.39832306,301245600
2016-06-27,21.30667828,21.31813418,20.96302218,21.08673859,181958400
2016-06-28,21.28377382,21.45789344,21.10965419,21.44185448,161779600
2016-06-29,21.52891702,21.66179784,21.4510207,21.62743187,146124000
2016-06-30,21.63659342,21.94130057,21.60451898,21.90235329,143345600
2016-07-01,21.87714617,22.10166892,21.84049043,21.96878815,104106000
2016-07-05,21.85424194,21.85653347,21.64117504,21.76259995,110820800
2016-07-06,21.67324751,21.91609904,21.62055455,21.88631439,123796400
2016-07-07,21.92526126,22.10854523,21.90693426,21.9802475,100558400
2016-07-08,22.10625756,22.19789956,22.00545293,22.1497879,115648400
2016-07-11,22.16582069,22.37201472,22.16123937,22.2185154,95179600
2016-07-12,22.26204656,22.38347146,22.2505924,22.31932259,96670000
2016-07-13,22.31703002,22.37659582,22.18643901,22.1933136,103568800
2016-07-14,22.31244788,22.67901409,22.29641067,22.63319397,155676000
2016-07-15,22.66297386,22.75003452,22.56675057,22.63089943,120548000
2016-07-18,22.6125769,22.94019587,22.58966683,22.87146568,145975600
2016-07-19,22.80960702,22.9104134,22.75920383,22.88063049,95119600
2016-07-20,22.91041331,23.015801,22.85084574,22.90124893,105104000
2016-07-21,22.87147105,23.13952252,22.71109707,22.77982903,130808000
2016-07-22,22.74087858,22.75004296,22.52322859,22.60341644,113254800
2016-07-25,22.50947469,22.64464525,22.20476586,22.30098915,161531600
2016-07-26,22.18185933,22.4453294,22.09021734,22.14749336,224959200
2016-07-27,23.8886829,23.90701164,23.54044544,23.58626556,369379200
2016-07-28,23.55878002,23.92992762,23.55648849,23.90472603,159479200
2016-07-29,23.87036337,23.95284101,23.75351976,23.87494469,110934800
